Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
River water quality shaped by land–river connectivity in a changing climate,Nature Climate Change,,,,10.1038/s41558-023-01923-x,Li LiJulia L. A. KnappAnna LinternG.-H. Crystal NgJulia PerdrialPamela L. SullivanWei Zhi,2024,https://link.springer.com/article/10.1038/s41558-023-01923-x,Article
"Populations of the At-Risk American Bumble Bee, <i>Bombus pensylvanicus</i> (De Geer, 1773), within Southeastern Managed Pine Forests",Journal of Forestry,,,,10.1007/s44392-026-00076-x,Emma L. BriggsDaniel U. GreeneElise McDonaldChristine M. FavoritoMadalyn StoeckerAngela L. Larsen-GrayChristine C. FortuinKristine EvansKamal J. K. Gandhi,2026,https://link.springer.com/article/10.1007/s44392-026-00076-x,Article
Children’s Psychological Reactions to Wildfires: a Review of Recent Literature,Current Psychiatry Reports,,,,10.1007/s11920-023-01451-7,Medard K. AduBelinda AgyapongVincent I. O. Agyapong,2023,https://link.springer.com/article/10.1007/s11920-023-01451-7,Article
Amazon forest nutrient limitation is mitigated by distant fire emissions,Nature Geoscience,,,,10.1038/s41561-025-01899-7,Adrià DescalsIvan A. JanssensJosep Peñuelas,2026,https://link.springer.com/article/10.1038/s41561-025-01899-7,Article
IoT and Machine Learning-Integrated Approach for Accurate Forest Fire Detection,Green Artificial Intelligence and Industrial Applications (G-AIIA),,,,10.1007/978-3-031-99882-9_33,I. KaaviyaaM. MadhubalaP. SuganthiK. LogithaV. Janakiraman,2026,https://link.springer.com/chapter/10.1007/978-3-031-99882-9_33,Conference paper
Intentions of Landowners towards Active Management of Ecosystem for Deer Habitat,Environmental Management,,,,10.1007/s00267-023-01810-3,Bijesh MishraOmkar JoshiBinod P. ChapagainLixia He LambertRodney E. Will,2023,https://link.springer.com/article/10.1007/s00267-023-01810-3,Article
Topographic conditions dominate tree species recovery over 15 years post-fire in a temperate <i>Pinus sylvestris</i> forest,Fire Ecology,,,,10.1186/s42408-025-00374-3,Jan HolíkDavid JaníkPavel ŠamonilLibor HortKamil Král,2025,https://link.springer.com/article/10.1186/s42408-025-00374-3,Article
Wildfire economic impact assessment: an empirical model-based investigation for Greek agriculture,Modeling Earth Systems and Environment,,,,10.1007/s40808-021-01306-1,Dimitra StougiannidouEleni Zafeiriou,2021,https://link.springer.com/article/10.1007/s40808-021-01306-1,Article
A cyclical wildfire pattern as the outcome of a coupled human natural system,Scientific Reports,,,,10.1038/s41598-022-08730-y,Farshad FarkhondehmaalNavid Ghaffarzadegan,2022,https://link.springer.com/article/10.1038/s41598-022-08730-y,Article
Urban Firefighting Drones: Precise Throwing from UAV,Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-023-01883-6,David Perez-SauraMiguel Fernandez-CortizasRafael Perez-SeguiPedro Arias-PerezPascual Campoy,2023,https://link.springer.com/article/10.1007/s10846-023-01883-6,Article
Enhancing Forest Fire Detection Using SOS Framework by Using DLBT,"Proceedings of the Third International Conference on Cognitive and Intelligent Computing, Volume 1",,,,10.1007/978-981-97-9262-7_68,Deepsikha AdidamLalasa ReddySangeeta Gupta,2025,https://link.springer.com/chapter/10.1007/978-981-97-9262-7_68,Conference paper
"Evaluating soil quality and carbon storage in Western Ghats Forests, Karnataka, India, for sustainable forest management",Environmental Monitoring and Assessment,,,,10.1007/s10661-024-13216-7,Kaushik SahaK. S. Anil KumarK. M. NairM. LalithaParinita DasS. P. MaskeP. James JacobM. D. JessyK. S. KarthikaV. RamamurthyN. G. Patil,2024,https://link.springer.com/article/10.1007/s10661-024-13216-7,Article
Practitioner Perspectives on Assisted Migration and Adapting Reforestation for Climate Change in the Western US,Journal of Forestry,,,,10.1007/s44392-025-00026-z,Michelle C. AgneRobert A. Slesak,2025,https://link.springer.com/article/10.1007/s44392-025-00026-z,Article
Assmann review: spatial ecology of rotational and continuous cover forestry in boreal landscapes,European Journal of Forest Research,,,,10.1007/s10342-024-01756-z,Dan Binkley,2025,https://link.springer.com/article/10.1007/s10342-024-01756-z,Article
Compartment Pool Fire Behavior and Fire-Induced Smoke Flow: A Literature Review,Fire Technology,,,,10.1007/s10694-025-01803-0,Ziyuan ChenBrady ManescauKhaled Chetehouna,2025,https://link.springer.com/article/10.1007/s10694-025-01803-0,Article
"Impact of fire frequencies on biomass and carbon storage in tropical moist deciduous forest community of Bandhavgarh tiger reserve, central India",Discover Forests,,,,10.1007/s44415-025-00003-6,Pranab Kumar PatiPriya KaushikDinesh MalasiyaMohammed Latif KhanPramod Kumar Khare,2025,https://link.springer.com/article/10.1007/s44415-025-00003-6,Article
"Drivers and implications of land use/cover dynamics in land leased areas, western Ethiopia",Regional Environmental Change,,,,10.1007/s10113-023-02121-3,Yitayh LeulMohammed AssenAsmamaw LegassShimeles DameneJessica Budds,2023,https://link.springer.com/article/10.1007/s10113-023-02121-3,Article
CF-YOLO: a capable forest fire identification algorithm founded on YOLOv7 improvement,"Signal, Image and Video Processing",,,,10.1007/s11760-024-03288-w,Wanjie LiuZirui ShenSheng Xu,2024,https://link.springer.com/article/10.1007/s11760-024-03288-w,Article
Modelling forest fire dynamics using conditional variational autoencoders,Information Systems Frontiers,,,,10.1007/s10796-024-10507-9,Tiago Filipe Rodrigues RibeiroFernando José Mateus da SilvaRogério Luís de Carvalho Costa,2024,https://link.springer.com/article/10.1007/s10796-024-10507-9,Article
"Identification of Major Threats of Climate Change, Hazards, and Anthropogenic Activities on Biodiversity Conservation in the Buxa Tiger Reserve, India",Environmental Management,,,,10.1007/s00267-024-01998-y,Uttam DasPritha DattaBhagirath Behera,2024,https://link.springer.com/article/10.1007/s00267-024-01998-y,Article
Pervasive increase in tree mortality across the Australian continent,Nature Plants,,,,10.1038/s41477-025-02188-2,Ruiling LuLaura J. WilliamsRaphael TrouvéBrett P. MurphyPatrick J. BakerHannah CarleDavid I. ForresterPeter T. GreenMichael J. LiddellCrispen MarundaDavid MannesRichard MazanecMichael R. NgugiVictor J. NeldnerLynda PriorKatinka X. RuthrofShaun SuitorJianyang XiaBelinda E. Medlyn,2026,https://link.springer.com/article/10.1038/s41477-025-02188-2,Article
The political economy of deforestation in the livingstone ranges of the southern highlands of Tanzania,"Environment, Development and Sustainability",,,,10.1007/s10668-025-07173-5,Evaristo HaulleFaraja Sanga,2026,https://link.springer.com/article/10.1007/s10668-025-07173-5,Article
"Video surveillance in smart cities: current status, challenges &amp; future directions",Multimedia Tools and Applications,,,,10.1007/s11042-024-19696-6,Himani SharmaNavdeep Kanwal,2024,https://link.springer.com/article/10.1007/s11042-024-19696-6,Article
Small Forest Owners’ Response to Wildfire Risk Within a Management-Logic Framework,Small-scale Forestry,,,,10.1007/s11842-021-09499-0,Ana NovaisMaria João Canadas,2022,https://link.springer.com/article/10.1007/s11842-021-09499-0,Article
Future increases in Arctic lightning and fire risk for permafrost carbon,Nature Climate Change,,,,10.1038/s41558-021-01011-y,Yang ChenDavid M. RompsJacob T. SeeleySander VeraverbekeWilliam J. RileyZelalem A. MekonnenJames T. Randerson,2021,https://link.springer.com/article/10.1038/s41558-021-01011-y,Article
Insights into the linkages of forest structure dynamics with ecosystem services,Scientific Reports,,,,10.1038/s41598-025-00167-3,T. V. RamachandraParas NegiTulika MondalSyed Ashfaq Ahmed,2025,https://link.springer.com/article/10.1038/s41598-025-00167-3,Article
"Replacement of native trees by the neotropical invasive tree <i>Cedrela odorata</i> L. in the Kimboza Forest Reserve, Tanzania",Biological Invasions,,,,10.1007/s10530-023-03136-x,Charles Joseph KilaweIsaack Severin BaltazaryBarnabas Philip MalilaPaulo John LyimoEzekiel Edward Mwakalukwa,2023,https://link.springer.com/article/10.1007/s10530-023-03136-x,Article
Widespread ecological responses and cascading effects of the 2021 western North American heatwave,Nature Ecology & Evolution,,,,10.1038/s41559-026-02987-6,Julia K. BaumMargaret A. SleinJosef C. GarenZihaohan SangSandra EmryKatie J. A. GoodwinCourtney G. CollinsJayme LewthwaiteMichelle TsengSean T. MichaletzA. Cole BurtonChristopher D. G. HarleyDiane S. SrivastavaPaul K. AbramAmy L. AngertErin BayneLori D. DanielsSarah Dickson-HoyleHeather EarleMichelle T. FranklinAlyssa-Lois M. GehmanTazarve GharajehdaghipourDexter HodderLionel LestonAlison McAfeeMatthew G. E. MitchellKen A. OtterTamara RichardsonJordan RosenfeldGillian Sadlier-BrownPablo Sandoval-AcuñaCarolyn ShoresSamuel StarkoJason ThiessenBrian TimmerKatie Tjaden-McClementSunny TsengYonathan UrielBert William,2026,https://link.springer.com/article/10.1038/s41559-026-02987-6,Article
Synergistic use of ICESat-2 lidar data and Sentinel-2 imagery for assessing hurricane-driven forest changes,Environmental Monitoring and Assessment,,,,10.1007/s10661-025-14749-1,Ajay GautamLana L. NarineChristopher J. AndersonRichard Cristan,2025,https://link.springer.com/article/10.1007/s10661-025-14749-1,Article
Challenges and Strategic Recommendations for Enhancing Quantification and Projection of Forest Carbon Dynamics,Journal of Forestry,,,,10.1007/s44392-025-00048-7,Holly L. MunroChristopher W. WoodallWilliam R. L. AndereggJeff W. AtkinsColin M. BeierBronson P. BullockKendall DeLyserDavid D. DiazBianca N.I. EskelsonMargaret E. K. EvansJohn D. FoppertBryan C. FosterThomas R. FoxJereme M. FrankRobert E. FroeseGeorge C. Gaines IIIPeter GouldTemesgen HailemariamEdie Sonne HallKatherine A. HeckmanEileen H. HelmerJ. Aaron HoganCoeli M. HooverStephen M. KinaneDavid W. MacFarlaneLara T. MurrayGregory ParadisKrishna P. PoudelStephen P. PrisleyJames L. RakestrawHector RestrepoAjay SharmaJohn D. ShawErin Smith-MatejaCurtis L. VanderSchaafCan VatandaslarAaron R. WeiskittelSheng-I. Yang,2025,https://link.springer.com/article/10.1007/s44392-025-00048-7,Article
Spatial scale in prescribed fire regimes: an understudied aspect in conservation with examples from the southeastern United States,Fire Ecology,,,,10.1186/s42408-020-00087-9,David S. MasonMarcus A. Lashley,2021,https://link.springer.com/article/10.1186/s42408-020-00087-9,Article
"Fowler, C.T. &amp; Welch, J.R. (Eds). 2018. <i>Fire Otherwise. Ethnobiology of Burning for a Changing World</i>. University of Utah Press, Salt Lake City.",Human Ecology,,,,10.1007/s10745-021-00301-5,Elizabeth A. OlsonEnrique J. Jardel-Peláez,2022,https://link.springer.com/article/10.1007/s10745-021-00301-5,Article
"A Systems Approach to Identify and Explain Family Forest Owners’ Technical Options. The Link with Labor Organization, Decision-Making Styles and Timber Sales",Small-scale Forestry,,,,10.1007/s11842-024-09579-x,Maria João CanadasPedro ReisJoão ErvedeiroAna Novais,2024,https://link.springer.com/article/10.1007/s11842-024-09579-x,Article
Soil phosphorus forms show only minor changes across a 5000-year-old boreal wildfire chronosequence,Biogeochemistry,,,,10.1007/s10533-022-00910-2,Andrea G. VincentJürgen SchleucherReiner GieslerDavid A. Wardle,2022,https://link.springer.com/article/10.1007/s10533-022-00910-2,Article
Uncertainty in US forest carbon storage potential due to climate risks,Nature Geoscience,,,,10.1038/s41561-023-01166-7,Chao WuShane R. CoffieldMichael L. GouldenJames T. RandersonAnna T. TrugmanWilliam R. L. Anderegg,2023,https://link.springer.com/article/10.1038/s41561-023-01166-7,Article
"Correction: Integration of Machine Learning into Geospatial Modelling for Forest Fire Risk Assessment in Hamirpur District, Himachal Pradesh (India)",Anthropocene Science,,,,10.1007/s44177-025-00094-y,Prachismita NayakShruti KangaSuraj Kumar SinghGowhar MerajPankaj KumarSaurabh Kumar GuptaBhartendu Sajan,2025,https://link.springer.com/article/10.1007/s44177-025-00094-y,Article
Scattered tree death contributes to substantial forest loss in California,Nature Communications,,,,10.1038/s41467-024-44991-z,Yan ChengStefan OehmckeMartin BrandtLisa RosenthalAdrian DasAnton VrielingSassan SaatchiFabien WagnerMaurice MugabowindekweWim VerbruggenClaus BeierStéphanie Horion,2024,https://link.springer.com/article/10.1038/s41467-024-44991-z,Article
Indigenous communities’ perceptions reveal threats and management options of wild edible plants in semiarid lands of northwestern Kenya,Journal of Ethnobiology and Ethnomedicine,,,,10.1186/s13002-023-00584-6,Wyclife Agumba OluochCory WhitneyCéline TermoteChristian BorgemeisterChristine B. Schmitt,2023,https://link.springer.com/article/10.1186/s13002-023-00584-6,Article
Enhancing Floral Resources for Pollinators in Harvested Conifer Forests of the Pacific Northwest,Journal of Forestry,,,,10.1007/s44392-025-00025-0,Rose McDonaldJesse Fan BrownRebecca A. HayesNicole Martínez-LlauradorPeg BoulayKatie MoriartyLauren C. Ponisio,2025,https://link.springer.com/article/10.1007/s44392-025-00025-0,Article
A wildfire vulnerability index for buildings,Scientific Reports,,,,10.1038/s41598-022-10479-3,M. Papathoma-KöhleM. SchlöglC. GarlichsM. DiakakisS. MavroulisS. Fuchs,2022,https://link.springer.com/article/10.1038/s41598-022-10479-3,Article
Rare and highly destructive wildfires drive human migration in the U.S.,Nature Communications,,,,10.1038/s41467-024-50630-4,Kathryn McConnellElizabeth FussellJack DeWaardStephan WhitakerKatherine J. CurtisLise St. DenisJennifer BalchKobie Price,2024,https://link.springer.com/article/10.1038/s41467-024-50630-4,Article
Forest fire ash optimizer: a novel physics-based metaheuristic algorithm for implementing exploration–exploitation flexible regulation and its engineering applications,Cluster Computing,,,,10.1007/s10586-025-05856-2,Baisen LinCongzhen XieSong YuJigang WangRui Wang,2026,https://link.springer.com/article/10.1007/s10586-025-05856-2,Article
Peatland Wildfire Severity and Post-fire Gaseous Carbon Fluxes,Ecosystems,,,,10.1007/s10021-020-00545-0,Alan GrayG. Matt DaviesRut DomènechEmily TaylorPeter E. Levy,2020,https://link.springer.com/article/10.1007/s10021-020-00545-0,Article
"A Comprehensive review on the distribution, ecology, conservation, and usage of “anchuchak” (<i>Pyrus glabra</i> Boiss.) in Iran",Genetic Resources and Crop Evolution,,,,10.1007/s10722-025-02667-7,Ali GharaghaniAhmad FotoohiZiba OmidifardEsmaeil Fallahi,2025,https://link.springer.com/article/10.1007/s10722-025-02667-7,Article
Forest fire rescue framework to jointly optimize firefighting force configuration and facility layout: a case study of digital-twin simulation optimization,Soft Computing,,,,10.1007/s00500-025-10434-0,HongGuang ZhangShengWen MaXiang LiMingCan YouYuXuan Tao,2025,https://link.springer.com/article/10.1007/s00500-025-10434-0,Article
Epidemiology of sarcoptic mange in a geographically constrained insular red fox population,Parasites & Vectors,,,,10.1186/s13071-024-06330-5,Christy N. WailsClaire C. HelmkeKathleen M. BlackRoger Ramirez-BarriosSarah M. KarpantyDaniel H. CatlinJames D. Fraser,2024,https://link.springer.com/article/10.1186/s13071-024-06330-5,Article
"Invasion alert for <i>Wasmannia auropunctata</i>: a potential distribution in southern China and associated invasion risk to urban, rural, agricultural, and forest lands",Journal of Pest Science,,,,10.1007/s10340-023-01694-6,Haoran WangXin SuiXinyu WangJianhua XiaoXiang GaoHongbin Wang,2023,https://link.springer.com/article/10.1007/s10340-023-01694-6,Article
